,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
3,2016-12-04,1.46,26063.62,3404.28,4487.52,9.9,18161.92,232.94,17928.98,0.0,organic,2016,Portland
4,2016-11-27,1.39,26868.47,2771.15,3371.02,8.24,20718.06,129.82,20588.24,0.0,organic,2016,Portland
5,2016-11-20,1.41,31252.69,2457.09,4595.01,6.58,24194.01,775.81,23418.2,0.0,organic,2016,Portland
6,2016-11-13,2.16,18792.52,2802.1,8416.39,4.94,7569.09,704.21,6864.88,0.0,organic,2016,Portland
7,2016-11-06,1.79,25232.75,3622.93,7495.74,5.0,14109.08,344.46,13764.62,0.0,organic,2016,Portland
8,2016-10-30,2.55,7136.88,1910.88,4597.68,0.83,627.49,172.25,455.24,0.0,organic,2016,Portland
9,2016-10-23,2.1,7817.32,1806.98,3687.61,18.33,2304.4,386.26,1918.14,0.0,organic,2016,Portland
10,2016-10-16,1.4,26243.63,3780.79,4114.77,4.99,18343.08,2640.17,15702.91,0.0,organic,2016,Portland
11,2016-10-09,1.39,18266.3,2824.29,2772.33,3.32,12666.36,527.54,12138.82,0.0,organic,2016,Portland
12,2016-10-02,1.21,26444.58,2843.4,2404.44,0.0,21196.74,2390.71,18806.03,0.0,organic,2016,Portland
13,2016-09-25,1.57,15562.86,2981.79,2886.82,0.0,9694.25,4026.13,5668.12,0.0,organic,2016,Portland
14,2016-09-18,1.46,24816.08,4166.39,3430.99,0.0,17218.7,9866.38,7352.32,0.0,organic,2016,Portland
15,2016-09-11,1.22,43084.05,4820.4,5901.42,0.0,32362.23,6677.17,25685.06,0.0,organic,2016,Portland
16,2016-09-04,1.34,38353.11,4754.59,13713.44,0.0,19885.08,872.7,19012.38,0.0,organic,2016,Portland
17,2016-08-28,2.06,21628.4,5636.6,15479.57,0.0,512.23,259.04,253.19,0.0,organic,2016,Portland
18,2016-08-21,1.67,25714.0,4776.31,9485.6,4.93,11447.16,2931.29,8515.87,0.0,organic,2016,Portland
19,2016-08-14,1.74,29526.94,6587.02,11769.92,0.0,11170.0,3625.75,7544.25,0.0,organic,2016,Portland
20,2016-08-07,1.58,28823.92,5514.1,9962.34,0.0,13347.48,3073.59,10273.89,0.0,organic,2016,Portland
21,2016-07-31,1.64,30036.81,5706.06,11094.56,0.0,13236.19,6847.84,6388.35,0.0,organic,2016,Portland
22,2016-07-24,2.25,20483.39,5280.24,13778.08,9.85,1415.22,1037.71,377.51,0.0,organic,2016,Portland
23,2016-07-17,1.86,29018.17,4204.19,15792.98,26.31,8994.69,113.33,8881.36,0.0,organic,2016,Portland
24,2016-07-10,1.66,27248.92,5420.57,11123.92,19.77,10684.66,130.33,10554.33,0.0,organic,2016,Portland
25,2016-07-03,1.33,45380.46,6123.5,12522.6,0.0,26734.36,66.32,26668.04,0.0,organic,2016,Portland
26,2016-06-26,1.42,36278.04,5889.72,17271.7,25.16,13091.46,109.42,12982.04,0.0,organic,2016,Portland
27,2016-06-19,1.23,49843.09,7923.86,26690.89,18.5,15209.84,1979.12,13230.72,0.0,organic,2016,Portland
28,2016-06-12,1.67,25140.3,6921.86,15536.84,15.11,2666.49,273.21,2393.28,0.0,organic,2016,Portland
29,2016-06-05,1.66,29171.54,7923.13,20355.75,11.77,880.89,90.0,790.89,0.0,organic,2016,Portland
30,2016-05-29,1.44,34897.73,2627.86,21156.45,0.0,11113.42,150.0,10963.42,0.0,organic,2016,Portland
31,2016-05-22,1.22,56942.79,1810.73,32672.86,6.71,22452.49,123.33,22329.16,0.0,organic,2016,Portland
32,2016-05-15,1.61,28745.81,1973.0,24271.37,3.34,2498.1,96.67,2401.43,0.0,organic,2016,Portland
33,2016-05-08,1.19,40105.0,2072.37,19665.9,3.33,18363.4,103.33,18260.07,0.0,organic,2016,Portland
34,2016-05-01,1.03,44515.8,2158.92,14037.95,0.0,28318.93,98.87,28220.06,0.0,organic,2016,Portland
35,2016-04-24,1.39,38186.89,1874.95,29434.07,3.32,6874.55,199.01,6675.54,0.0,organic,2016,Portland
36,2016-04-17,1.64,19825.05,2203.92,14267.41,1.66,3352.06,92.83,3259.23,0.0,organic,2016,Portland
37,2016-04-10,0.96,81224.11,2125.86,32426.84,0.0,46671.41,321.89,46349.52,0.0,organic,2016,Portland
38,2016-04-03,1.3,35447.47,2240.51,16386.67,4.95,16815.34,296.84,16518.5,0.0,organic,2016,Portland
39,2016-03-27,1.33,30826.41,1420.43,16074.89,1.65,13329.44,88.94,13240.5,0.0,organic,2016,Portland
40,2016-03-20,0.87,96171.26,1402.83,26703.78,0.0,68064.65,257.53,67807.12,0.0,organic,2016,Portland
41,2016-03-13,1.13,38889.87,1465.55,10758.3,0.0,26666.02,35.88,26630.14,0.0,organic,2016,Portland
42,2016-03-06,1.29,29351.99,1471.92,11528.98,1.64,16349.45,0.0,16349.45,0.0,organic,2016,Portland
43,2016-02-28,1.89,12313.5,1352.06,10793.68,1.65,166.11,25.62,140.49,0.0,organic,2016,Portland
44,2016-02-21,1.76,13209.42,786.08,9953.75,4.96,2464.63,190.9,2273.73,0.0,organic,2016,Portland
45,2016-02-14,0.9,63682.51,1154.71,18425.48,3.31,44099.01,1433.94,42665.07,0.0,organic,2016,Portland
46,2016-02-07,1.12,30022.42,1306.98,12257.79,0.0,16457.65,12385.21,4072.44,0.0,organic,2016,Portland
47,2016-01-31,1.35,24571.97,1049.79,9316.87,13.32,14191.99,42.55,14149.44,0.0,organic,2016,Portland
48,2016-01-24,1.6,17724.75,1555.39,8077.81,15.01,8076.54,0.0,8076.54,0.0,organic,2016,Portland
49,2016-01-17,1.22,29446.62,1345.36,11419.3,0.0,16681.96,27.85,16654.11,0.0,organic,2016,Portland
50,2016-01-10,1.25,30581.35,1551.96,12122.49,15.05,16891.85,22.3,16869.55,0.0,organic,2016,Portland
51,2016-01-03,1.44,28250.84,2016.38,10072.33,6.69,16155.44,133.87,16021.57,0.0,organic,2016,Portland
0,2016-12-25,1.6,8198.42,169.38,3060.27,369.81,4598.96,4526.08,72.88,0.0,organic,2016,RaleighGreensboro
1,2016-12-18,1.6,6604.78,209.88,2560.94,291.87,3542.09,3393.19,148.9,0.0,organic,2016,RaleighGreensboro
2,2016-12-11,1.63,7685.91,129.38,3172.14,298.96,4085.43,3332.94,752.49,0.0,organic,2016,RaleighGreensboro
3,2016-12-04,2.01,7632.36,154.37,2819.23,259.21,4399.55,4028.71,370.84,0.0,organic,2016,RaleighGreensboro
4,2016-11-27,2.01,9854.3,194.1,2960.92,331.04,6368.24,5708.72,659.52,0.0,organic,2016,RaleighGreensboro
5,2016-11-20,1.87,12021.69,145.29,3001.66,444.56,8430.18,7327.79,1102.39,0.0,organic,2016,RaleighGreensboro
6,2016-11-13,1.85,10276.83,180.62,3018.43,418.35,6659.43,5476.23,1183.2,0.0,organic,2016,RaleighGreensboro
7,2016-11-06,1.85,13651.72,181.02,3574.45,446.81,9449.44,8399.24,1050.2,0.0,organic,2016,RaleighGreensboro
8,2016-10-30,1.83,13196.5,181.18,5746.73,603.36,6665.23,6482.54,182.69,0.0,organic,2016,RaleighGreensboro
9,2016-10-23,1.69,14742.89,171.92,6245.22,615.01,7710.74,6163.44,1547.3,0.0,organic,2016,RaleighGreensboro
10,2016-10-16,1.69,13121.67,168.46,5344.14,579.87,7029.2,6432.51,596.69,0.0,organic,2016,RaleighGreensboro
11,2016-10-09,1.65,14282.79,252.46,6045.5,665.88,7318.95,6449.47,869.48,0.0,organic,2016,RaleighGreensboro
12,2016-10-02,1.87,10464.63,190.0,4744.03,452.15,5078.45,4848.48,229.97,0.0,organic,2016,RaleighGreensboro
13,2016-09-25,1.81,12807.68,226.31,4839.49,424.31,7317.57,6302.22,1015.35,0.0,organic,2016,RaleighGreensboro
14,2016-09-18,1.85,12131.33,209.13,5138.18,450.72,6333.3,5827.18,506.12,0.0,organic,2016,RaleighGreensboro
15,2016-09-11,1.77,15909.84,217.23,5379.34,518.49,9794.78,8919.3,875.48,0.0,organic,2016,RaleighGreensboro
16,2016-09-04,1.83,14951.65,202.29,5615.18,591.32,8542.86,7280.01,1262.85,0.0,organic,2016,RaleighGreensboro
17,2016-08-28,1.79,14753.18,433.33,5340.54,561.53,8417.78,6859.91,1557.87,0.0,organic,2016,RaleighGreensboro
18,2016-08-21,1.83,15042.9,392.74,5555.08,665.32,8429.76,7972.64,457.12,0.0,organic,2016,RaleighGreensboro
19,2016-08-14,1.84,11554.22,265.19,5472.76,699.26,5117.01,4511.11,605.9,0.0,organic,2016,RaleighGreensboro
20,2016-08-07,1.65,15800.5,278.7,9029.94,1380.46,5111.4,3957.56,1153.84,0.0,organic,2016,RaleighGreensboro
21,2016-07-31,1.68,15250.82,326.34,7146.4,1131.55,6646.53,6307.47,339.06,0.0,organic,2016,RaleighGreensboro
22,2016-07-24,1.72,15012.57,285.28,6934.87,1420.55,6371.87,5946.47,425.4,0.0,organic,2016,RaleighGreensboro
23,2016-07-17,1.76,12786.12,340.07,4953.1,1036.51,6456.44,5924.3,532.14,0.0,organic,2016,RaleighGreensboro
24,2016-07-10,1.87,10162.11,331.62,3715.44,647.37,5467.68,5254.34,213.34,0.0,organic,2016,RaleighGreensboro
25,2016-07-03,1.88,9151.31,241.13,3230.39,722.22,4957.57,4771.44,186.13,0.0,organic,2016,RaleighGreensboro
26,2016-06-26,1.72,9221.49,262.57,3228.8,598.52,5131.6,4326.78,804.82,0.0,organic,2016,RaleighGreensboro
27,2016-06-19,1.78,8904.41,250.6,3228.2,590.05,4835.56,4322.81,512.75,0.0,organic,2016,RaleighGreensboro
28,2016-06-12,1.7,9781.95,229.34,3677.21,468.7,5406.7,4380.13,1026.57,0.0,organic,2016,RaleighGreensboro
29,2016-06-05,1.58,10195.92,222.38,4199.73,464.78,5309.03,4237.68,1071.35,0.0,organic,2016,RaleighGreensboro
30,2016-05-29,1.8,8580.11,235.45,3673.93,404.27,4266.46,3765.03,501.43,0.0,organic,2016,RaleighGreensboro
31,2016-05-22,1.33,8390.24,197.54,3105.84,338.68,4748.18,3330.0,1418.18,0.0,organic,2016,RaleighGreensboro
32,2016-05-15,1.66,6628.06,281.92,3879.17,441.75,2025.22,1946.67,78.55,0.0,organic,2016,RaleighGreensboro
33,2016-05-08,1.65,6930.97,322.96,3842.19,492.76,2273.06,2044.82,228.24,0.0,organic,2016,RaleighGreensboro
34,2016-05-01,1.59,6514.47,228.79,3675.04,494.23,2116.41,1923.15,193.26,0.0,organic,2016,RaleighGreensboro
35,2016-04-24,1.61,5854.3,157.49,3368.46,437.29,1891.06,1791.35,99.71,0.0,organic,2016,RaleighGreensboro
36,2016-04-17,1.49,6440.23,211.2,2959.0,321.24,2948.79,2501.42,447.37,0.0,organic,2016,RaleighGreensboro
37,2016-04-10,1.33,7370.7,170.25,2878.73,336.06,3985.66,3421.08,564.58,0.0,organic,2016,RaleighGreensboro
38,2016-04-03,1.73,4879.21,157.92,3254.39,392.31,1074.59,850.0,224.59,0.0,organic,2016,RaleighGreensboro
39,2016-03-27,1.43,5902.81,137.26,2547.68,330.32,2887.55,2230.0,657.55,0.0,organic,2016,RaleighGreensboro
40,2016-03-20,1.42,5259.38,191.84,2696.92,326.8,2043.82,1020.0,1023.82,0.0,organic,2016,RaleighGreensboro
41,2016-03-13,1.54,5341.4,264.15,2611.43,314.31,2151.51,1780.0,371.51,0.0,organic,2016,RaleighGreensboro
42,2016-03-06,1.79,3720.67,155.88,2740.17,376.34,448.28,443.33,4.95,0.0,organic,2016,RaleighGreensboro
43,2016-02-28,1.71,4245.43,231.06,2720.09,362.68,931.6,901.61,29.99,0.0,organic,2016,RaleighGreensboro
44,2016-02-21,1.76,3564.84,211.91,2287.77,382.96,682.2,660.0,22.2,0.0,organic,2016,RaleighGreensboro
45,2016-02-14,1.59,4235.48,183.68,1987.42,397.71,1666.67,1297.39,369.28,0.0,organic,2016,RaleighGreensboro
46,2016-02-07,1.54,5562.26,215.41,2621.54,515.02,2210.29,1280.7,929.59,0.0,organic,2016,RaleighGreensboro
47,2016-01-31,1.56,5730.24,188.11,2631.57,447.6,2462.96,1821.85,641.11,0.0,organic,2016,RaleighGreensboro
48,2016-01-24,1.59,5276.31,113.48,2235.52,416.47,2510.84,2409.12,101.72,0.0,organic,2016,RaleighGreensboro
49,2016-01-17,1.66,4137.6,147.2,2088.92,436.7,1464.78,1260.66,204.12,0.0,organic,2016,RaleighGreensboro
50,2016-01-10,1.59,6504.77,144.97,3048.57,533.83,2777.4,2217.35,560.05,0.0,organic,2016,RaleighGreensboro
51,2016-01-03,1.68,4884.82,156.67,2420.08,558.31,1749.76,1386.15,363.61,0.0,organic,2016,RaleighGreensboro
0,2016-12-25,1.66,5233.93,501.16,2272.02,151.72,2309.03,2309.03,0.0,0.0,organic,2016,RichmondNorfolk
1,2016-12-18,1.61,5227.98,373.13,2227.6,179.75,2447.5,2381.39,66.11,0.0,organic,2016,RichmondNorfolk
2,2016-12-11,1.58,6376.59,311.28,2645.87,170.46,3248.98,2668.42,580.56,0.0,organic,2016,RichmondNorfolk
3,2016-12-04,1.3,7132.62,262.63,2320.11,116.19,4433.69,1641.97,2791.72,0.0,organic,2016,RichmondNorfolk
4,2016-11-27,1.27,6626.94,297.36,1879.28,170.95,4279.35,1538.56,2740.79,0.0,organic,2016,RichmondNorfolk
5,2016-11-20,1.1,8894.34,320.57,1919.85,253.34,6400.58,1854.79,4545.79,0.0,organic,2016,RichmondNorfolk
6,2016-11-13,1.61,7529.46,275.42,2721.84,217.94,4314.26,2456.8,1857.46,0.0,organic,2016,RichmondNorfolk
7,2016-11-06,1.16,12920.67,354.11,3333.15,224.52,9008.89,3285.65,5723.24,0.0,organic,2016,RichmondNorfolk
8,2016-10-30,1.76,6706.92,211.94,3878.06,348.87,2268.05,2042.4,225.65,0.0,organic,2016,RichmondNorfolk
9,2016-10-23,1.16,12154.78,141.64,4350.3,358.26,7304.58,1949.05,5355.53,0.0,organic,2016,RichmondNorfolk
10,2016-10-16,1.39,8473.82,202.21,3729.03,293.8,4248.78,2083.75,2165.03,0.0,organic,2016,RichmondNorfolk
11,2016-10-09,1.25,10827.2,291.08,3653.4,402.77,6479.95,3082.61,3397.34,0.0,organic,2016,RichmondNorfolk
12,2016-10-02,1.79,6425.0,62.65,3661.23,301.15,2399.97,2195.03,204.94,0.0,organic,2016,RichmondNorfolk
13,2016-09-25,1.54,10037.87,105.92,3806.68,234.22,5891.05,3344.31,2546.74,0.0,organic,2016,RichmondNorfolk
14,2016-09-18,1.52,9705.5,109.45,3995.57,251.49,5348.99,3302.03,2046.96,0.0,organic,2016,RichmondNorfolk
15,2016-09-11,1.24,10718.92,95.49,3700.54,275.86,6647.03,3156.59,3490.44,0.0,organic,2016,RichmondNorfolk
16,2016-09-04,1.29,10685.82,130.62,4206.95,327.14,6021.11,2581.02,3440.09,0.0,organic,2016,RichmondNorfolk
17,2016-08-28,1.32,9356.4,106.71,3821.0,345.29,5083.4,2639.19,2444.21,0.0,organic,2016,RichmondNorfolk
18,2016-08-21,1.56,9072.92,101.74,4189.33,363.87,4417.98,2669.12,1748.86,0.0,organic,2016,RichmondNorfolk
19,2016-08-14,1.43,9194.34,131.7,3711.8,406.21,4944.63,2673.87,2270.76,0.0,organic,2016,RichmondNorfolk
20,2016-08-07,1.33,11384.29,180.17,4064.21,535.69,6604.22,2870.47,3733.75,0.0,organic,2016,RichmondNorfolk
21,2016-07-31,1.39,8573.51,181.07,3715.62,360.94,4315.88,2698.99,1616.89,0.0,organic,2016,RichmondNorfolk
22,2016-07-24,1.44,8316.29,76.6,3877.35,585.62,3776.72,2544.01,1232.71,0.0,organic,2016,RichmondNorfolk
23,2016-07-17,1.5,9628.02,161.18,4390.15,500.26,4576.43,2761.53,1814.9,0.0,organic,2016,RichmondNorfolk
24,2016-07-10,1.41,8691.34,190.48,4922.65,464.29,3113.92,1823.97,1289.95,0.0,organic,2016,RichmondNorfolk
25,2016-07-03,1.44,7492.18,199.81,4533.08,419.71,2339.58,1563.39,776.19,0.0,organic,2016,RichmondNorfolk
26,2016-06-26,1.19,9200.04,343.51,4176.52,391.47,4288.54,1732.8,2555.74,0.0,organic,2016,RichmondNorfolk
27,2016-06-19,1.2,9147.53,131.97,4497.75,420.11,4097.7,1913.09,2184.61,0.0,organic,2016,RichmondNorfolk
28,2016-06-12,1.16,9568.18,131.67,4168.66,395.0,4872.85,1665.78,3207.07,0.0,organic,2016,RichmondNorfolk
29,2016-06-05,0.95,11300.16,135.15,4707.45,240.14,6217.42,1741.4,4476.02,0.0,organic,2016,RichmondNorfolk
30,2016-05-29,1.05,11411.49,151.89,5283.51,242.3,5733.79,2428.0,3305.79,0.0,organic,2016,RichmondNorfolk
31,2016-05-22,1.03,11131.05,231.2,4605.85,232.4,6061.6,2186.4,3875.2,0.0,organic,2016,RichmondNorfolk
32,2016-05-15,1.37,8522.69,193.62,5552.32,298.24,2478.51,2022.44,456.07,0.0,organic,2016,RichmondNorfolk
33,2016-05-08,1.36,9008.52,209.07,5266.48,341.25,3191.72,2301.65,890.07,0.0,organic,2016,RichmondNorfolk
34,2016-05-01,1.37,8833.79,250.93,4755.75,276.15,3550.96,2973.38,577.58,0.0,organic,2016,RichmondNorfolk
35,2016-04-24,1.41,8668.48,299.63,4036.64,174.99,4157.22,3520.3,636.92,0.0,organic,2016,RichmondNorfolk
36,2016-04-17,1.19,9118.19,253.12,3546.14,205.14,5113.79,3257.15,1856.64,0.0,organic,2016,RichmondNorfolk
37,2016-04-10,0.93,11987.87,255.69,3842.56,200.47,7689.15,5416.4,2272.75,0.0,organic,2016,RichmondNorfolk
38,2016-04-03,1.35,6699.78,156.2,3417.08,317.2,2809.3,1480.5,1328.8,0.0,organic,2016,RichmondNorfolk
39,2016-03-27,1.14,9029.13,184.98,3008.88,224.62,5610.65,2487.03,3123.62,0.0,organic,2016,RichmondNorfolk
40,2016-03-20,1.0,8346.57,308.39,2675.89,164.39,5197.9,1653.33,3544.57,0.0,organic,2016,RichmondNorfolk
41,2016-03-13,1.23,6650.92,269.77,2965.04,245.79,3170.32,1382.53,1787.79,0.0,organic,2016,RichmondNorfolk
42,2016-03-06,1.54,4091.44,240.75,2554.83,209.61,1086.25,1079.58,6.67,0.0,organic,2016,RichmondNorfolk
43,2016-02-28,1.41,4791.05,173.5,2677.83,174.69,1765.03,1441.25,323.78,0.0,organic,2016,RichmondNorfolk
44,2016-02-21,1.48,3525.02,140.98,1961.84,223.42,1198.78,998.29,200.49,0.0,organic,2016,RichmondNorfolk
45,2016-02-14,1.29,5510.43,177.82,2574.21,212.43,2545.97,1288.89,1257.08,0.0,organic,2016,RichmondNorfolk
46,2016-02-07,1.34,4905.87,133.45,2540.32,283.58,1948.52,1045.61,902.91,0.0,organic,2016,RichmondNorfolk
47,2016-01-31,1.35,5520.68,170.11,2962.04,284.31,2104.22,791.72,1312.5,0.0,organic,2016,RichmondNorfolk
48,2016-01-24,1.45,5064.84,114.05,2524.5,192.46,2233.83,1789.47,444.36,0.0,organic,2016,RichmondNorfolk
49,2016-01-17,1.4,4173.42,69.79,2273.91,253.58,1576.14,1033.7,542.44,0.0,organic,2016,RichmondNorfolk
50,2016-01-10,1.35,6424.72,126.55,2778.08,279.11,3240.98,1466.98,1774.0,0.0,organic,2016,RichmondNorfolk
51,2016-01-03,1.45,5094.68,110.92,2315.25,326.87,2341.64,1223.21,1118.43,0.0,organic,2016,RichmondNorfolk
0,2016-12-25,1.68,3911.18,179.82,2219.18,0.0,1512.18,1475.63,36.55,0.0,organic,2016,Roanoke
1,2016-12-18,1.5,4814.51,181.63,2715.1,0.0,1917.78,1624.65,293.13,0.0,organic,2016,Roanoke
2,2016-12-11,1.39,6116.62,87.29,2532.32,0.0,3497.01,1788.59,1708.42,0.0,organic,2016,Roanoke
3,2016-12-04,1.16,7012.95,70.96,2425.5,0.0,4516.49,836.89,3679.6,0.0,organic,2016,Roanoke
4,2016-11-27,1.1,6187.92,18.25,1877.65,0.0,4292.02,1074.78,3217.24,0.0,organic,2016,Roanoke
5,2016-11-20,0.98,9215.63,75.81,2398.24,0.0,6741.58,1186.12,5555.46,0.0,organic,2016,Roanoke
6,2016-11-13,1.17,9499.5,65.3,2932.56,0.0,6501.64,1297.2,5204.44,0.0,organic,2016,Roanoke
7,2016-11-06,0.96,13847.12,54.93,3558.24,0.0,10233.95,2179.94,8054.01,0.0,organic,2016,Roanoke
8,2016-10-30,1.77,6335.66,52.16,4203.61,0.0,2079.89,1422.05,657.84,0.0,organic,2016,Roanoke
9,2016-10-23,0.97,12376.43,89.04,3435.89,0.0,8851.5,1475.32,7376.18,0.0,organic,2016,Roanoke
10,2016-10-16,1.15,8323.19,52.4,3016.27,0.0,5254.52,1582.01,3672.51,0.0,organic,2016,Roanoke
11,2016-10-09,1.02,12750.65,51.05,3881.16,0.0,8818.44,2235.63,6582.81,0.0,organic,2016,Roanoke
12,2016-10-02,1.69,5791.95,59.6,3548.88,0.0,2183.47,1603.26,580.21,0.0,organic,2016,Roanoke
13,2016-09-25,1.34,10226.36,50.67,3432.88,0.0,6742.81,2183.45,4559.36,0.0,organic,2016,Roanoke
14,2016-09-18,1.52,8239.74,58.18,3901.06,0.0,4280.5,1893.28,2387.22,0.0,organic,2016,Roanoke
15,2016-09-11,1.08,12126.14,100.69,3898.72,0.0,8126.73,1658.8,6467.93,0.0,organic,2016,Roanoke
16,2016-09-04,1.15,11844.17,97.77,3795.93,0.0,7950.47,1605.04,6345.43,0.0,organic,2016,Roanoke
17,2016-08-28,1.05,11054.8,66.5,3677.43,0.0,7310.87,1541.06,5769.81,0.0,organic,2016,Roanoke
18,2016-08-21,1.41,9794.48,77.71,3840.44,0.0,5876.33,1489.85,4386.48,0.0,organic,2016,Roanoke
19,2016-08-14,1.26,9274.44,100.12,3811.78,0.0,5362.54,1314.48,4048.06,0.0,organic,2016,Roanoke
20,2016-08-07,1.19,11490.52,108.73,3845.83,0.0,7535.96,1416.94,6119.02,0.0,organic,2016,Roanoke
21,2016-07-31,1.2,8671.66,222.38,3754.04,0.0,4695.24,1543.88,3151.36,0.0,organic,2016,Roanoke
22,2016-07-24,1.51,7005.43,149.8,4086.11,0.0,2769.52,1330.89,1438.63,0.0,organic,2016,Roanoke
23,2016-07-17,1.49,7945.23,127.28,4064.76,0.0,3753.19,1521.13,2232.06,0.0,organic,2016,Roanoke
24,2016-07-10,1.33,9499.39,118.72,5339.53,0.0,4041.14,1340.85,2700.29,0.0,organic,2016,Roanoke
25,2016-07-03,1.52,7064.25,118.52,4615.38,0.0,2330.35,949.9,1380.45,0.0,organic,2016,Roanoke
26,2016-06-26,1.19,9043.11,72.94,3824.71,0.0,5145.46,1193.98,3951.48,0.0,organic,2016,Roanoke
27,2016-06-19,1.18,9331.05,156.67,4049.96,0.0,5124.42,1223.8,3900.62,0.0,organic,2016,Roanoke
28,2016-06-12,1.21,10823.6,77.0,4286.07,0.0,6460.53,1063.06,5397.47,0.0,organic,2016,Roanoke
29,2016-06-05,0.89,11777.82,112.51,3494.77,0.0,8170.54,1051.97,7118.57,0.0,organic,2016,Roanoke
30,2016-05-29,0.96,9933.8,172.53,4014.81,0.0,5746.46,1341.27,4405.19,0.0,organic,2016,Roanoke
31,2016-05-22,0.79,12266.68,222.72,3750.64,0.0,8293.32,1445.87,6847.45,0.0,organic,2016,Roanoke
32,2016-05-15,1.35,6897.54,83.19,4760.89,0.0,2053.46,1488.5,564.96,0.0,organic,2016,Roanoke
33,2016-05-08,1.36,7229.48,68.12,4191.0,0.0,2970.36,1395.08,1575.28,0.0,organic,2016,Roanoke
34,2016-05-01,1.35,6667.12,159.26,3652.08,0.0,2855.78,2042.63,813.15,0.0,organic,2016,Roanoke
35,2016-04-24,1.4,6973.42,132.24,3781.88,0.0,3059.3,1995.38,1063.92,0.0,organic,2016,Roanoke
36,2016-04-17,1.06,8814.87,126.61,3595.39,0.0,5092.87,1717.21,3375.66,0.0,organic,2016,Roanoke
37,2016-04-10,0.81,14080.32,100.61,4237.88,0.0,9741.83,5961.78,3780.05,0.0,organic,2016,Roanoke
38,2016-04-03,1.31,6828.81,111.34,3216.69,0.0,3500.78,1129.29,2371.49,0.0,organic,2016,Roanoke
39,2016-03-27,0.99,9949.85,154.48,3073.28,0.0,6722.09,1330.24,5391.85,0.0,organic,2016,Roanoke
40,2016-03-20,0.94,9084.56,233.87,2971.4,0.0,5879.29,1031.73,4847.56,0.0,organic,2016,Roanoke
41,2016-03-13,1.22,7169.41,102.82,3612.57,0.0,3454.02,917.94,2536.08,0.0,organic,2016,Roanoke
42,2016-03-06,1.55,3800.32,78.11,3156.52,0.0,565.69,558.14,7.55,0.0,organic,2016,Roanoke
43,2016-02-28,1.29,4884.11,102.18,3439.18,0.0,1342.75,759.17,583.58,0.0,organic,2016,Roanoke
44,2016-02-21,1.38,4281.11,111.37,3060.73,0.0,1109.01,637.88,471.13,0.0,organic,2016,Roanoke
45,2016-02-14,1.21,6559.49,107.13,2986.26,0.0,3466.1,755.11,2710.99,0.0,organic,2016,Roanoke
46,2016-02-07,1.29,5897.89,80.15,3366.4,0.0,2451.34,657.14,1794.2,0.0,organic,2016,Roanoke
47,2016-01-31,1.33,6019.01,98.48,3346.91,0.0,2573.62,794.41,1779.21,0.0,organic,2016,Roanoke
48,2016-01-24,1.55,4774.87,98.48,2996.95,0.0,1679.44,849.15,830.29,0.0,organic,2016,Roanoke
49,2016-01-17,1.37,4509.76,130.27,2593.49,0.0,1786.0,622.12,1163.88,0.0,organic,2016,Roanoke
50,2016-01-10,1.28,6018.32,89.38,2637.76,0.0,3291.18,801.81,2489.37,0.0,organic,2016,Roanoke
51,2016-01-03,1.24,5024.11,81.06,2303.95,0.0,2639.1,476.28,2162.82,0.0,organic,2016,Roanoke
0,2016-12-25,2.41,4567.83,1449.65,2867.8,2.68,247.7,247.7,0.0,0.0,organic,2016,Sacramento
1,2016-12-18,2.36,3768.98,1376.52,2177.8,0.0,214.66,214.66,0.0,0.0,organic,2016,Sacramento
2,2016-12-11,2.46,3874.86,1283.52,2305.73,0.0,285.61,285.61,0.0,0.0,organic,2016,Sacramento
3,2016-12-04,2.52,4384.51,1687.59,2234.55,0.0,462.37,462.37,0.0,0.0,organic,2016,Sacramento
4,2016-11-27,2.61,4143.89,1531.72,2161.72,2.66,447.79,432.62,15.17,0.0,organic,2016,Sacramento
5,2016-11-20,2.54,5413.97,1621.47,2602.34,2.66,1187.5,1128.05,59.45,0.0,organic,2016,Sacramento
6,2016-11-13,2.65,6026.15,1981.78,3036.85,0.0,1007.52,998.68,8.84,0.0,organic,2016,Sacramento
7,2016-11-06,2.82,5372.3,1769.57,3105.69,0.0,497.04,493.71,3.33,0.0,organic,2016,Sacramento
8,2016-10-30,2.44,5676.57,1550.22,3615.86,0.0,510.49,510.49,0.0,0.0,organic,2016,Sacramento
9,2016-10-23,2.23,5525.46,1044.35,3807.61,5.34,668.16,668.16,0.0,0.0,organic,2016,Sacramento
10,2016-10-16,2.13,4315.59,1299.88,2582.51,0.0,433.2,433.2,0.0,0.0,organic,2016,Sacramento
11,2016-10-09,2.39,5634.61,1178.65,4135.76,0.0,320.2,320.2,0.0,0.0,organic,2016,Sacramento
12,2016-10-02,2.33,6408.53,1399.51,4712.45,7.96,288.61,268.61,20.0,0.0,organic,2016,Sacramento
13,2016-09-25,2.18,6758.91,1733.09,4758.69,9.29,257.84,251.17,6.67,0.0,organic,2016,Sacramento
14,2016-09-18,2.17,7095.5,1674.83,5064.47,2.65,353.55,343.55,10.0,0.0,organic,2016,Sacramento
15,2016-09-11,2.19,7223.46,1512.68,5358.04,3.98,348.76,345.43,3.33,0.0,organic,2016,Sacramento
